city,speciality,profile_url,name,degree,year_of_experience,location,dp_score,npv,consultation_fee,google_map_link,scraped_at
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-chaithanya-t-c-dietitian-nutritionist/recommended?practice_id=737084&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Chaithanya T C,MSc,4,Bangalore,,1,4,"https://www.google.com/maps/search/Ms.+Chaithanya+T+C+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:01.009214
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-sohini-mazumdar-dietitian-nutritionist/recommended?practice_id=737335&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=78131bce-ac4b-4390-85a6-e19125df086b,Ms. Sohini Mazumdar,Dietetics,5,Bangalore,,1,7,"https://www.google.com/maps/search/Ms.+Sohini+Mazumdar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:04.028699
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-raghu-b-m-gastroenterologist?practice_id=637953&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Raghu B M,MBBS,19,Yelahanka,,1,0,"http://www.google.com/maps/place/13.0964616,77.58970160000001",2025-08-17T23:55:07.064970
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-rohit-nemaraddi-maidur-general-physician/recommended?practice_id=1466123&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Rohit Nemaraddi Maidur,MBBS,15,Bangalore,84,1,15,"https://www.google.com/maps/search/Dr.+Rohit+Nemaraddi+Maidur+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:10.046791
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-raghu-b-m-gastroenterologist/recommended?practice_id=637953&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Raghu B M,MBBS,19,Bangalore,,1,19,"https://www.google.com/maps/search/Dr.+Raghu+B+M+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:13.199380
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-balaji-g-gastroenterologist?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Balaji Gurappa,DM,5,Marathahalli,94,1,0,"http://www.google.com/maps/place/12.956102314138018,77.7112604",2025-08-17T23:55:16.418377
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-rohit-nemaraddi-maidur-general-physician?practice_id=1466123&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Rohit Nemaraddi Maidur,MBBS,15,Hoodi,84,1,0,"http://www.google.com/maps/place/12.9912,77.7232",2025-08-17T23:55:18.975841
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-deepak-ganga-p-gastroenterologist/recommended?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Deepak Ganga P,MBBS,18,Bangalore,,1,39,"https://www.google.com/maps/search/Dr.+Deepak+Ganga+P+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:22.302050
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-kiran-s-1-gastroenterologist/recommended?practice_id=1276829&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Kiran S,MBBS,18,Bangalore,,1,1,"https://www.google.com/maps/search/Dr.+Kiran+S+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:25.380162
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-kiran-s-1-gastroenterologist?practice_id=1276829&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Kiran S,MBBS,18,Sampangiramnagar,,1,0,"http://www.google.com/maps/place/12.96056110058228,77.58395074835684",2025-08-17T23:55:28.477556
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-deepak-ganga-p-gastroenterologist?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Deepak Ganga P,MBBS,18,Marathahalli,,1,0,"http://www.google.com/maps/place/12.956102314138018,77.7112604",2025-08-17T23:55:31.273040
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-balaji-g-gastroenterologist/recommended?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=de545466-7147-4519-a860-573b00124078,Dr. Balaji Gurappa,DM,5,Bangalore,94,1,5,"https://www.google.com/maps/search/Dr.+Balaji+Gurappa+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:34.340495
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Parthasarathi Dutta Roy,MBBS,25,Bangalore,88,1,2016,"https://www.google.com/maps/search/Dr.+Parthasarathi+Dutta+Roy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:37.248717
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Allu Venkateswara Reddy,BDS,1,Koramangala,100,1,0,"http://www.google.com/maps/place/12.92527322958,77.634380513427",2025-08-17T23:55:40.212807
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Shyam Padmanabhan,BDS,2001,New Thippasandra,99,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-17T23:55:43.205634
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist/recommended?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Allu Venkateswara Reddy,BDS,19,Bangalore,100,1,1,"https://www.google.com/maps/search/Dr.+Allu+Venkateswara+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:46.226413
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Sindhu S Kumar,BDS,14,Jayanagar 4 Block,99,1,0,"http://www.google.com/maps/place/12.920642473657,77.590101342648",2025-08-17T23:55:49.155477
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist/recommended?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Raju Srinivas,BDS,27,Bangalore,96,27,27,"https://www.google.com/maps/search/Dr.+Raju+Srinivas+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:55:52.599228
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Raju Srinivas,BDS,27,Jayanagar,96,1,0,"http://www.google.com/maps/place/12.930807277863,77.592497311791",2025-08-17T23:55:55.237972
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Sumanth Shetty,BDS,26,Koramangala,96,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:55:58.204286
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan/recommended?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. K A Mohan,BDS,47,Bangalore,97,1,2,"https://www.google.com/maps/search/Dr.+K+A+Mohan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:01.273833
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Shyam Padmanabhan,BDS,5,Bangalore,99,1,2001,"https://www.google.com/maps/search/Dr.+Shyam+Padmanabhan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:04.695563
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-17T23:56:07.302841
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-17T23:56:10.149673
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. D N Naveen,BDS,18,Bangalore,98,1,18,"https://www.google.com/maps/search/Dr.+D+N+Naveen+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:13.233719
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. K A Mohan,BDS,47,Domlur,97,1,0,"http://www.google.com/maps/place/12.962608873427,77.64005580917",2025-08-17T23:56:16.182022
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Sumanth Shetty,BDS,26,Bangalore,96,2,2,"https://www.google.com/maps/search/Dr.+Sumanth+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:19.446634
Bangalore,Gastroenterologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=1efe5dbf-935e-414c-b345-a96292dfe583,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:22.274157
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-silkymahajan-dietitian-nutritionist/recommended?practice_id=758327&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=4a56f8e9-c9a5-4173-87b1-df95021ce29a,Ms. Silky Mahajan,Home,39,Bangalore,98,1,39,"https://www.google.com/maps/search/Ms.+Silky+Mahajan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:25.492235
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-bharghavi-d-dietitian-nutritionist?practice_id=776696&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=4a56f8e9-c9a5-4173-87b1-df95021ce29a,Ms. Bharghavi D,Nutrition,19,Kalyan Nagar,,1,0,"http://www.google.com/maps/place/13.01707,77.64314",2025-08-17T23:56:28.278416
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-bharghavi-d-dietitian-nutritionist/recommended?practice_id=776696&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=4a56f8e9-c9a5-4173-87b1-df95021ce29a,Ms. Bharghavi D,Nutrition,19,Bangalore,,1,19,"https://www.google.com/maps/search/Ms.+Bharghavi+D+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:31.295713
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-shailja-jain-dietitian-nutritionist/recommended?practice_id=1442969&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=4a56f8e9-c9a5-4173-87b1-df95021ce29a,Dr. Shailja Jain (PhD),Food,18,Bangalore,96,1,18,"https://www.google.com/maps/search/Dr.+Shailja+Jain+++(PhD)+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:56:34.442758
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-shailja-jain-dietitian-nutritionist?practice_id=1442969&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=4a56f8e9-c9a5-4173-87b1-df95021ce29a,Dr. Shailja Jain (PhD),Food,18,Marathahalli,96,1,0,"http://www.google.com/maps/place/12.9573392811973,77.73673083633184",2025-08-17T23:56:37.392573
Bangalore,Dietitian/Nutritionist,https://www.practo.com/Bangalore/clinic/dr-priyanka-s-diet-doc-hsr-layout,Dr. Priyanka's Diet Doc,,2,"Dr. Priyanka's Diet Doc, HSR Layout, Bangalore: Practo",,2,0,"https://www.google.com/maps/dir//12.8939404,77.6430191",2025-08-17T23:56:40.131932
Bangalore,Dietitian/Nutritionist,https://www.practo.com/bangalore/therapist/dr-silkymahajan-dietitian-nutritionist?practice_id=758327&specialization=Dietitian/Nutritionist&referrer=doctor_listing&page_uid=4a56f8e9-c9a5-4173-87b1-df95021ce29a,Ms. Silky Mahajan,Home,39,Koramangala 3 Block,98,1,0,"http://www.google.com/maps/place/12.924928537531,77.627839791402",2025-08-17T23:56:43.380393
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=ee50db59-84c9-480b-a37f-a70a7020b744,Dr. Harish Prasad B.R,MD,1,BTM Layout,95,1,0,"http://www.google.com/maps/place/12.91341,77.6067",2025-08-17T23:57:07.680694
Bangalore,Gynecologist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist/recommended?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=a9dc8f8e-146a-4f5f-9c03-b4d0cda1e418,Dr. Aarti Talikoti,BDS,10,Bangalore,97,1,2008,"https://www.google.com/maps/search/Dr.+Aarti+Talikoti+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:57:10.623871
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-satyajit-godhi-gastroentrology-surgeon?practice_id=728755&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Satyajit Godhi,MS,20,Bannerghatta Road,98,1,0,"http://www.google.com/maps/place/12.89666,77.59855",2025-08-17T23:57:13.310675
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-m-v-prabhu-general-physician/recommended?practice_id=733926&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. M V Prabhu,MBBS,20,Bangalore,,1,20,"https://www.google.com/maps/search/Dr.+M+V+Prabhu+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:57:16.382902
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-kiran-k-j-1-gastroenterologist?practice_id=728755&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Kiran K J,MBBS,10,Bannerghatta Road,92,1,0,"http://www.google.com/maps/place/12.89666,77.59855",2025-08-17T23:57:19.362722
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-satyajit-godhi-gastroentrology-surgeon/recommended?practice_id=728755&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Satyajit Godhi,MS,20,Bangalore,98,1,2,"https://www.google.com/maps/search/Dr.+Satyajit+Godhi+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:57:22.660275
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-aditya-v-naragund-surgeon?practice_id=1142571&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Aditya V Naragund,MBBS,18,Yelahanka,,1,0,"http://www.google.com/maps/place/13.1183348,77.6083878",2025-08-17T23:57:25.354299
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-sumit-talwar-general-surgeon-1?practice_id=630200&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Sumit Talwar,MBBS,1,Old Airport Road,83,1,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-17T23:57:28.444373
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-m-v-prabhu-general-physician?practice_id=733926&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. M V Prabhu,MBBS,20,Basaveshwaranagar,,1,0,"http://www.google.com/maps/place/12.99803,77.54054",2025-08-17T23:57:31.389469
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-madva-jayashankar-general-surgeon?practice_id=630200&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Madva Jayashankar,MBBS,40,Old Airport Road,91,1,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-17T23:57:34.425524
Bangalore,bariatric surgeon,https://www.practo.com/bangalore/doctor/dr-kiran-k-j-1-gastroenterologist/recommended?practice_id=728755&specialization=Bariatric%20Surgery&referrer=doctor_listing&page_uid=21db15e4-3f3d-40d0-aad9-fada1ec6ae5b&procedure=Bariatric%20Surgery&category_name=procedure&category_id=336,Dr. Kiran K J,MBBS,10,Bangalore,92,1,1,"https://www.google.com/maps/search/Dr.+Kiran+K+J+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:57:37.522995
